ID,SMILES,Affinity,CNN_Pose_Score,CNN_Affinity
hop_432,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]([C@@H]3[NH3+])N(C[C@H]45)C[C@H](N5)CC4)[C@@H](CN(C)C6)[C@@]36NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 4 from CN(C1)C[C@@H]([C@H]12)CCC[C@@H]2[NH3+],-6.18,0.4764,6.853
hop_433,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@](c(c34)[nH]nc3)(N(C4=O)CC(=O)N(C[C@H]56)C[C@H](N6)CC5)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C1N(C)[C@H](C)c(c12)[nH]nc2,-6.02,0.3778,6.646
hop_434,O=c1nc(C)[nH]c2c1C[C@H](OC[C@@]34N(C[C@H](F)C3)CCC4)[C@H]([C@]25N(C[C@H]67)C[C@H](N7)CC6)C[N@H+](C)[C@H]5S(=O)(=O)Cc8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=c1nc(C)[nH]c2c1CC[C@@H]([C@@H]23)C[N@@H+](C)C3,-6.27,0.5024,6.9
hop_435,C1[C@@H](F)CN(CCC2)[C@]12COc(c(F)c3N(C[C@H]45)C[C@H](N5)CC4)c(Cl)c(c36)oc(n6)NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Nc(o1)nc(c12)cc(F)cc2Cl,-6.15,0.3091,8.665
hop_436,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@H]([C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)[C@H](c(c36)sc([nH+]6)N)N(C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1C[C@@H](C)Cc(c12)sc(N)[nH+]2,-2.81,0.3681,6.588
hop_437,C1[C@@H](F)CN(CCC2)[C@]12COC[C@](C)(C(=O)C3)NC[C@]3(S(=O)(=O)CN(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C(=O)C[C@@H](C)CN1,-6.53,0.5235,6.52
hop_438,C1[C@@H](F)CN(CCC2)[C@]12COCC(C(=O)[C@@H](C)C3=O)=C(N34)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)[C@@H](C4)N(C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC1C(=O)[C@H](C)C(=O)N(C=12)CCC2,-3.71,0.3727,6.036
hop_439,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@]34[C@@H]5[C@@H]6[C@@]3(N(C[C@H]78)C[C@H](N8)CC7)C[C@@H]9[C@H]4[C@H]([C@H]5[C@@H]9C6=O)c1cc(O)cc(c12)ccc(F)c2C#C St 1 from [C@@H]12[C@H]3[C@H]4[C@@H]1C[C@@H]5[C@H]4C[C@H]3[C@@H]5C2=O,-3.73,0.4836,6.568
hop_440,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](C3)[C@]34C[C@H]5C[C@@H](C4)[C@@H](N(C[C@H]67)C[C@H](N7)CC6)C(=O)[C@@H]5OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from C1CC12C[C@@H]3CC(=O)C[C@H](C2)C3,-4.66,0.5046,6.84
hop_441,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]([C@@H](C3)[C@H]([C@@H](C(O4)=O)[C@H]5[C@H]34)N(C[C@H]67)C[C@H](N7)CC6)[C@@H]5C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1O[C@H]([C@@H]2[C@H]13)C[C@@H](C3)CC2,-3.91,0.4784,6.558
hop_442,C1[C@@H](F)CN(CCC2)[C@]12CO[C@](C)([C@@]3(C#C)N(C[C@H]45)C[C@H](N5)CC4)CN(C[C@H]3C)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from C#C[C@H]1[C@H](C)CNC[C@H]1C,-4.61,0.4411,6.531
hop_443,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CC3=C(CN(C[C@H]45)C[C@H](N5)CC4)C[C@@H](C)[C@@H](CC3)C(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1=CCCC[C@H](C)C1,-5.25,0.7284,9.441
hop_444,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@H]34)C(C)(C)[C@](C)([C@H](CN4C)[C@@H]3N(C[C@H]56)C[C@H](N6)CC5)n(cn7)cc7-c8cc(O)cc(c89)ccc(F)c9C#C St 2 from C[C@H]1C(C)(C)C[C@H](C[C@H]12)N(C)C2,-2.94,0.2933,6.603
hop_445,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@]3(C)CN(C[C@H]45)C[C@H](N5)CC4)CC(=O)C[C@H](C3)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C[C@@H](C)CC(=O)CC1,-5.18,0.5325,6.628
hop_446,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N([C@@H]3C(=O)N(C[C@H]45)C[C@H](N5)CC4)C(=O)[C@H](O)[C@]3(C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@@H](O)C(=O)NC1,-4.65,0.4651,5.935
hop_447,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C3)C[C@H](C4)[N@@H+](C[C@@]34N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[N@@H+](C1)[C@H](C[C@H]12)CCC2,-7.95,0.5655,9.259
hop_448,C1[C@@H](F)CN(CCC2)[C@]12COc3c(F)c(N(C[C@H]45)C[C@H](N5)CC4)c(c6c37)[nH]cc6[C@@H](CNC7=O)C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from c12c3c[nH]c1cc(F)cc2C(=O)NCC3,-5.73,0.4908,6.793
hop_449,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H]([C@H](N3)CNS(=O)(=O)CN(C[C@H]45)C[C@H](N5)CC4)Cn(c36)nc[n+]6C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@@H](N1)CCn(c12)nc[nH+]2,-5.56,0.3324,6.413
