Example,IUPAC,SMILES
361,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(5-methoxy-2-(trifluoromethoxy)phenyl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
362,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-(tert-butyl)phenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
363,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-(((S)-4,4-difluoropyrrolidin-2-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine bis(2,2,2-trifluoroacetate)",OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Fc1c(ncc2c(nc(OC[C@@H]3CC(F)(F)CN3)nc12)N4C[C@@H]5CC[C@H](C4)N5)c6cccc7cccc(Cl)c67
364,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-isopropylnaphthalen-2-ol (racemic, trans)",Did not work
365,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-methylphenol (racemic, trans)",Did not work
366,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-fluoronaphthalen-2-ol (racemic, trans)",Did not work
367,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-fluoronaphthalen-2-ol tris(2,2,2-trifluoroacetate)",OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Oc1cc2cccc(F)c2c(c1)c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
368,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-cyclopropylphenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
369,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-3-fluorophenol (racemic, trans)",Did not work
370,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(2-(trifluoromethyl)phenyl)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7ccccc7C(F)(F)F
371,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-cyclobutylphenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
372,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-(methylthio)naphthalen-2-ol (racemic, trans)",Did not work
373,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(trifluoromethyl)phenol",Oc1ccc(c(c1)c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7)C(F)(F)F
374,"(S)-1-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)propan-2-amine bis(2,2,2-trifluoroacetate)",C[C@H](N)COc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cccc6cccc(Cl)c56.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
375,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(trifluoromethyl)phenol (racemic, trans)",Did not work
376,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(5-chloro-6-methyl-1H-indazol-4-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
377,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-3-methylphenol (racemic, trans)",Did not work
378,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((2-methyl-1,2,3,4-tetrahydroisoquinolin-8-yl)oxy)pyrido[4,3-d]pyrimidine",CN1CCc2cccc(Oc3nc(N4C[C@@H]5CC[C@H](C4)N5)c6cnc(c(F)c6n3)c7cccc8cccc(Cl)c78)c2C1
379,"7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizine-1-carbonitrile (mixture of trans diastereomers)",Did not work
380,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-chloro-3-fluoroaniline bis(2,2,2-trifluoroacetate) (racemic, trans)",Did not work
381,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",CCc1c(F)ccc2cccc(c3ncc4c(nc(OCC56CCCN5CC(F)C6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
382,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(((2S,7aS)-2-(trifluoromethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine) (mixture of cis diastereomers)",Did not work
383,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(2-(2,2,2-trifluoroethyl)phenyl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
384,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((3-(fluoromethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol (mixture of isomers)",Did not work
385,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-methoxynaphthalen-1-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
386,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-((trifluoromethyl)thio)phenol (racemic, trans)",Did not work
387,"(S)-1-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)propan-2-amine bis(2,2,2-trifluoroacetate)",C[C@H](N)COc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cccc6cccc(Cl)c56.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
388,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-methoxytetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-fluoronaphthalen-2-ol (mixture of trans diastereomers)",Did not work
389,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((3 -(methoxymethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol (mixture of trans diastereomers)",Did not work
390,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(2,2,2-trifluoro-1-methoxyethyl)phenol (racemic, trans)",Did not work
391,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(6-methyl-1H-indazol-4-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
392,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-3-(trifluoromethoxy)phenol (racemic, trans)",Did not work
393,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3,3,3-trifluoropropoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloronaphthalen-2-ol",Oc1cc2cccc(Cl)c2c(c1)c3ncc4c(nc(OCCC(F)(F)F)nc4c3F)N5C[C@@H]6CC[C@H](C5)N6
394,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2,6-diisopropylphenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
395,"(1R,5R,6R)-3-(7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3,8-diazabicyclo[3.2.1]octan-6-ol (racemic, trans)",Did not work
396,"7-(8-chloronaphthalen-1-yl)-8-fluoro-4-(6-fluoro-3,8-diazabicyclo[3.2.1]octan-3-yl)-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
397,"7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-4-((1R,5R,6R)-6-methoxy-3,8-diazabicyclo[3.2.1]octan-3-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
398,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((4-fluoro-1-methylpiperidin-4-yl)methoxy)pyrido[4,3-d]pyrimidine",CN1CCC(F)(CC1)COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67
399,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-isopropylphenol (racemic, trans)",Did not work
400,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((3-(fluoromethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloronaphthalen-2-ol (mixture of isomers)",Did not work
401,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(6-chloro-5-methyl-1H-indazol-4-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
402,"2-(2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)phenyl)propan-2-ol (racemic, trans)",Did not work
403,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-isopropylphenol",CC(C)c1ccc(O)cc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
404,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-((2,2-dimethoxytetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine (mixture of isomers)",Did not work
405,"(7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl dimethylcarbamate (mixture of trans diastereomers)",Did not work
406,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-methoxytetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-fluoronaphthalen-2-ol (mixture of cis diastereomers)",Did not work
407,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(2-(2-fluoropropan-2-yl)phenyl)-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
408,"(7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate (mixture of trans diastereomers)",Did not work
409,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)benzonitrile (racemic, trans)",Did not work
410,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-methoxytetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynylnaphthalen-2-ol (mixture of trans diastereomers)",Did not work
411,"methyl ((7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl)carbamate (mixture of trans diastereomers)",Did not work
412,"3-((7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl)-1,1-dimethylurea (mixture of trans diastereomers)",Did not work
413,"N-((7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl)acetamide (mixture of trans diastereomers)",Did not work
414,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-chlorophenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
415,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(4-(trifluoromethyl)pyridin-3-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
416,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(2-isopropoxyphenyl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
417,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(2-isobutylphenyl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
418,"2-(((3R,7aR)-3-((1H-pyrazol-1-yl)methyl)hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidine (mixture of trans diastereomers)",Did not work
419,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(8-(trifluoromethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
420,"N-(((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl)methanesulfonamide (mixture of trans diastereomers)",Did not work
421,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-isopropylpyridin-3-yl)pyrido[4,3-d]pyrimidine",CC(C)c1ncccc1c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
422,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(trifluoromethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc8cccc(c78)C(F)(F)F
423,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methoxymethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
424,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(2,2,2-trifluoroethyl)phenol (racemic, trans)",Did not work
425,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-((2,6-difluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine (mixture of isomers)",Did not work
426,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CCc1c(F)ccc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
427,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(1-ethyl-1H-indol-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CCn1ccc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
428,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2,3-dihydro-1H-inden-4-yl)-8-fluoro-2-((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
429,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-methyl-2,3-dihydro-1H-inden-4-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
430,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(7,8-difluoronaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
431,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3 -yl)methyl morpholine-4-carboxylate (trans enantiomer)",Did not work
432,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate. (trans enantiomer)",Did not work
433,"((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl methylcarbamate (trans racemic)",Did not work
434,"7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl dimethyl carbamate (trans racemic)",Did not work
435,"(2S,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-2-yl methylcarbamate (racemic, trans)",Did not work
436,"(2S,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-2-yl morpholine-4-carboxylate (racemic, trans)",Did not work
437,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-cyclopropyl-2,3-dihydro-1H-inden-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
438,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(1,1a,6,6a-tetrahydrocyclopropa[a]inden-5 -yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
439,"((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-7-fluoronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl dimethylcarbamate (trans racemic)",Did not work
440,"((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl dimethyl carbamate (trans racemic)",Did not work
441,"((3R,7aR)-7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl dimethylcarbamate (trans racemic)",Did not work
442,"3-(((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl)oxazolidin-2-one (trans racemic)",Did not work
443,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl pyrrolidine-1-carboxylate (trans racemic)",Did not work
444,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3-yl)methyl piperidine-1-carboxylate (trans racemic)",Did not work
445,"((3R,7aR)-7a-(((4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3 -yl)methyl morpholine-4-carboxylate",Fc1c(ncc2c(nc(OC[C@]34CCCN3[C@H](CC4)COC(=O)N5CCOCC5)nc12)N6CC7CCC(C6)N7)c8cccc9cccc(Cl)c89
446,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(1-methyl-1H-indol-7-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Cn1ccc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
447,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(2-propylphenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",CCCc1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
